Habitat,Latitude,Longitude,Water_cont,Silt/clay content,NDVI,Inundation proportion,AL,TA,XF,PA,PI,HF,MB
Bare mudflat,24.782416,120.91258,0.303463447,0.2069,0.019070905,0.282032438,0,0,0,0,0,0,1
Bare mudflat,24.782411,120.912583,0.303463447,0.1515,0.019070905,0.282032438,0,0,0,0,0,0,1
Poaceae,24.179056,120.511007,0.258360695,0.498022268,0.0764774,0.038606511,1,1,0,1,0,1,0
Bare mudflat,24.457025,120.644539,0.121030612,0.005033731,0.08206687,0.098298115,0,0,0,0,0,0,0
Sporobolus spp,24.18318,120.470836,0.294908582,0.632739382,0.14318976,0.075019989,0,1,0,1,0,0,0
Bolboschoenus planieulmis,24.31970833,120.5492306,0.303463447,0.1996,0.12343364,0.068387002,1,1,0,0,0,0,0
Bare mudflat,24.76583,120.904211,0.207331625,0.023694109,0.024154589,0.192151126,0,0,0,0,0,0,0
Bare mudflat,24.19935,120.495267,0.34893056,0.3536,0.123105131,0.249226418,1,1,0,0,0,0,0
Bare mudflat,24.768786,120.902934,0.284313701,0.179058397,0.006406523,0.48155451,1,0,0,0,0,0,1
Bare mudflat,24.207381,120.481591,0.307185547,0.353779255,0.057971016,0.009422283,0,1,0,0,0,0,1
Bare mudflat,24.458018,120.645288,0.28079634,0.001545148,0.08058608,0.098298115,0,0,0,0,0,0,0
Bare mudflat,24.398818,120.594308,0.267780009,0.017483212,0.008163265,0.006499143,0,0,0,0,0,0,0
Bare mudflat,23.35945,120.12771,0.24785586,0.002494292,-0.011937558,0.00119694,0,0,0,0,0,0,0
Bare mudflat,23.866867,120.2764,0.593654959,0.4336,0.12073583,0.004538246,0,0,0,0,0,0,1
Bare mudflat,24.7987,120.9124,0.303463447,0.107245233,0.120497765,0.003113589,0,1,0,1,0,0,1
Bolboschoenus planieulmis,24.782781,120.914365,0.343566516,0.25108691,0.017462166,0.073718356,1,1,0,1,0,0,1
Bare mudflat,24.19944455,120.4950045,0.303463447,0.3456,0.120002051,0.256001568,0,0,0,1,1,0,1
Bare mudflat,24.1985,120.49825,0.332421276,0.0736,0.119109505,0.00134753,1,1,0,0,0,0,0
Bare mudflat,24.782888,120.91255,0.303463447,0.4489,0.010138249,0.281044095,1,0,0,0,0,0,1
Bare mudflat,24.782882,120.912556,0.303463447,0.2269,0.010138249,0.281044095,0,0,0,0,0,0,1
Bare mudflat,24.179756,120.510894,0.305659272,0.562878102,0.09202454,0.031639063,1,1,1,0,0,1,0
Sporobolus spp,24.182458,120.470692,0.270678131,0.645026407,0.08866995,0.006681896,1,1,0,1,0,0,0
Sporobolus spp,24.180462,120.472183,0.258271574,0.661252249,0.12464986,0.07737293,1,1,0,1,0,0,0
Sporobolus spp,24.184783,120.506213,0.358864293,0.567523456,0.11617565,0.142901199,0,1,0,1,0,0,0
Bare mudflat,24.782067,120.903878,0.303463447,0.5003,0.042535447,0.386708059,1,0,0,0,0,0,1
Bare mudflat,23.226173,120.085563,0.231963922,0.124226122,0.15023163,0.558146196,0,0,0,0,0,0,0
Bolboschoenus planieulmis,24.766755,120.911469,0.327605269,0.132381493,0.04772353,0.127782725,0,0,0,0,0,0,1
Bare mudflat,24.159179,120.45735,0.305941397,0.144215744,0.044854883,0.001341128,1,1,0,0,0,0,1
Sporobolus spp,24.32083611,120.5499389,0.303463447,0.1936,0.116553274,0.068387002,1,1,0,1,1,0,0
Bolboschoenus planieulmis,24.323684,120.550672,0.332088186,0.088635752,0.03767661,0.120115083,0,0,0,0,0,0,0
Bare mudflat,24.30363,120.5457,0.325925122,0.234396483,0.115938412,0.098298115,1,0,0,0,0,0,1
Mangroves,24.206939,120.481495,0.360544271,0.370198869,0.057471264,0.177120587,0,1,0,1,0,0,0
Bare mudflat,24.3465,120.55998,0.251983253,0.047,0.115249205,0.098298115,0,0,0,0,0,0,0
Bare mudflat,24.1767,120.4623,0.218,0.058,0.114633705,0.551962947,0,0,0,0,0,0,0
Bare mudflat,24.7573,120.90552,0.218,0.513,0.114614562,0.003113589,0,0,0,0,0,1,0
Bolboschoenus planieulmis,24.323815,120.550448,0.283323022,0.032729838,0.014193549,0.196859239,0,0,0,0,0,0,0
Bare mudflat,24.32095,120.54906,0.26260918,0.2936,0.113724477,0.177586924,0,0,0,0,0,0,1
Bare mudflat,24.159141,120.457494,0.186180108,0.042849817,0.024214322,0.079630903,1,0,0,0,0,0,0
Bare mudflat,24.371366,120.582401,0.380449248,0.443586517,0.19293821,0.006499143,1,1,0,0,0,1,0
Bolboschoenus planieulmis,24.310238,120.548107,0.328866403,0.2693531,0.11111111,0.139977156,1,1,0,0,0,0,1
Bare mudflat,24.17725,120.46874,0.2328,0.210079569,0.112397713,0.000691075,1,0,0,0,0,0,0
Bolboschoenus planieulmis,24.399374,120.593986,0.262288157,0.096976436,0.09465551,0.21329526,0,0,0,0,0,0,1
Bare mudflat,24.76916,120.904879,0.345906938,0.25316418,0.003476246,0.362383921,1,0,0,0,0,0,0
Bare mudflat,24.32093,120.54615,0.340942801,0.1136,0.111170049,0.357669273,0,0,0,0,0,0,1
Bare mudflat,24.371405,120.582597,0.424983367,0.279615869,0.07489712,0.006499143,1,1,0,0,0,0,1
Bolboschoenus planieulmis,24.31241111,120.5479917,0.303463447,0.0996,0.110781566,0.088040974,0,0,0,0,0,0,0
Mangroves,24.66546,120.84193,0.303463447,0.675100193,0.108523042,0.262255762,0,0,0,0,0,0,0
Bare mudflat,23.731067,120.172646,0.274002685,0.032557575,0.011673152,0.092979553,1,0,0,0,0,0,0
Sporobolus spp,24.31839,120.549437,0.23487309,0.181848305,0.11873945,0.062127464,1,1,0,0,0,0,0
Bare mudflat,23.996991,120.333386,0.268028919,0.004439154,0.00877193,0.432838378,0,0,0,0,0,0,0
Bare mudflat,24.363996,120.574986,0.244578328,0.011710612,-0.017105263,0.235706098,0,0,0,0,0,0,0
Bolboschoenus planieulmis,24.310817,120.54819,0.308162906,0.097034245,0.106796116,0.144443175,1,0,0,0,0,0,0
Bare mudflat,24.783184,120.904713,0.303463447,0.7497,0.010416667,0.380917385,0,0,0,0,0,0,1
Bare mudflat,24.32091,120.54323,0.504704854,0.0337375,0.106053776,0.377977874,0,0,0,0,0,0,0
Bare mudflat,24.33813,120.55551,0.37217582,0.014965,0.10558552,0.098298115,0,0,0,0,0,0,0
Bare mudflat,24.784014,120.905014,0.303463447,0.6281,0.01802575,0.371160669,1,1,0,0,0,0,1
Bare mudflat,24.782603,120.904245,0.303463447,0.6354,0.035413153,0.390395337,1,0,0,0,0,0,1
Bare mudflat,24.186717,120.472917,0.278641276,0.0336,0.104052627,0.258650807,0,0,0,0,0,0,0
Bare mudflat,24.20278113,120.4883368,0.303463447,0.4796,0.104033141,0.422981914,1,1,0,0,0,0,0
Bare mudflat,24.181908,120.47035,0.26412816,0.481325819,0.0800252,0.048520845,1,1,1,0,0,0,0
Bare mudflat,23.36181,120.12885,0.230550485,0.001245148,0.011076651,0.00119694,0,0,0,0,0,0,0
Sporobolus spp,24.20715,120.481674,0.39606866,0.361256216,0.034324944,0.178289775,1,1,0,1,0,0,0
Bare mudflat,24.32348333,120.5491417,0.303463447,0.0496,0.101991134,0.145537421,0,0,0,0,0,0,0
Bare mudflat,24.2011,120.4911,0.336155943,0.1136,0.10188536,0.306458992,1,0,0,0,0,0,1
Bare mudflat,24.371454,120.582921,0.415418925,0.183792025,0.18671249,0.006499143,1,1,0,0,1,0,1
Sporobolus spp,24.314995,120.549229,0.329414286,0.263519757,0.1442869,0.138572244,1,1,0,1,1,0,0
Bare mudflat,24.766575,120.904314,0.229574651,0.028720887,0.019933555,0.335339015,1,0,0,0,0,0,1
Bare mudflat,24.32283611,120.5396583,0.303463447,0.0356,0.100121986,0.161015537,0,0,0,0,0,0,0
Bare mudflat,24.32625,120.54423,0.219641183,0.0584,0.099465124,0.405336051,0,0,0,0,0,0,0
Bare mudflat,23.990886,120.332027,0.294227818,0.013244914,0.0648092,0.597475728,1,0,0,0,0,0,0
Bare mudflat,24.182933,120.469306,0.227945264,0.030347534,0.004255319,0.164454597,1,0,0,0,0,0,0
Bare mudflat,24.362887,120.573948,0.237974904,0.006269505,-0.013368984,0.207806052,0,0,0,0,0,0,0
Bare mudflat,24.159178,120.458481,0.452483441,0.380221229,0.019211324,0.001341128,0,1,0,0,0,0,1
Bare mudflat,24.189017,120.475283,0.29409129,0.0336,0.097620463,0.390613043,0,0,0,0,0,0,1
Bare mudflat,22.479549,120.414501,0.693190585,0.188458608,0.2465628,0.010679612,0,1,0,0,1,0,0
Bare mudflat,24.182278,120.471438,0.252872754,0.095358819,0.12941177,0.075019989,1,1,1,0,0,0,0
Bare mudflat,23.930182,120.30128,0.297151947,0.306591135,-0.05121951,0.513132375,1,0,0,0,0,0,0
Bolboschoenus planieulmis,24.30920278,120.5469222,0.303463447,0.0536,0.096480398,0.191393423,0,0,0,0,0,0,0
Bare mudflat,24.31982778,120.5486111,0.303463447,0.1736,0.095904709,0.068382101,1,0,0,0,0,0,0
Bare mudflat,24.7984,120.9132,0.303463447,0.1964977,0.094480262,0.055973929,1,1,1,0,0,0,0
Sporobolus spp,24.181545,120.471775,0.28999734,0.215926378,0.04968153,0.139714449,1,1,0,1,0,1,0
Bare mudflat,24.014092,120.348894,0.344878399,0.007826595,0.035490606,0.276710451,0,0,0,0,0,0,0
Poaceae,24.159378,120.458936,0.2706,0.0092,-0.003904071,0.309010774,1,1,0,0,0,0,0
Mangroves,24.206902,120.481272,0.265338221,0.478773101,0.03547805,0.146320495,1,1,0,1,0,0,0
Bare mudflat,23.994422,120.336297,0.267064973,0.007824598,-0.018484289,0.488349515,0,0,0,0,0,0,0
Bare mudflat,24.18205,120.468917,0.25568181,0.1536,0.093128092,0.095499917,0,0,0,0,0,0,0
Bare mudflat,24.20257,120.488965,0.499019557,0.333424632,0.06410257,0.001040646,0,0,0,0,0,0,1
Bare mudflat,24.391367,120.585817,0.313432002,0.0784,0.092791649,0.001280985,0,0,0,0,0,0,0
Sporobolus spp,24.181744,120.470082,0.250003113,0.632750902,0.05350773,0.115294118,0,0,0,1,0,0,0
Poaceae,24.318899,120.550261,0.37859065,0.502874392,0.059371363,0.023464007,1,1,0,0,0,0,1
Bare mudflat,24.461169,120.646878,0.274244993,0.001297146,0.02434457,0.424443175,0,0,0,0,0,0,0
Bare mudflat,24.052555,120.380748,0.612865999,0.373059139,0.038647342,0.496493432,0,1,0,0,0,0,0
Bare mudflat,23.36325,120.1294,0.217950108,0.002893435,-0.003031615,0.00119694,0,0,0,0,0,0,0
Bare mudflat,24.3183,120.54818,0.34177758,0.007515,0.090692248,0.362119448,0,0,0,0,0,0,0
Bare mudflat,24.162717,120.461783,0.245425109,0.0456,0.090404079,0.170092331,1,0,0,0,0,0,0
Bare mudflat,24.782972,120.91405,0.303463447,0.5039,0.013975156,0.128813989,0,0,0,0,0,0,1
Bare mudflat,24.782976,120.914049,0.303463447,0.3851,0.013975156,0.128813989,0,0,0,0,0,0,1
Sporobolus spp,24.320373,120.549419,0.285139105,0.322966229,0.07918552,0.023464007,1,1,0,1,0,0,0
Bare mudflat,24.320301,120.549402,0.266824656,0.246595656,0.07918552,0.023464007,0,0,0,0,0,1,1
Bare mudflat,24.393033,120.587083,0.330710619,0.0796,0.089768633,0.339261354,0,0,0,0,0,0,0
Bare mudflat,24.30751,120.54533,0.395546554,0.0665925,0.088350346,0.410405922,0,0,0,0,0,0,0
Sporobolus spp,24.184086,120.506345,0.336786691,0.493268689,0.120976694,0.098720731,0,1,0,1,0,0,0
Bare mudflat,24.782472,120.91405,0.303463447,0.2084,0.021232521,0.196021287,0,0,0,0,0,0,1
Bare mudflat,24.782481,120.914042,0.303463447,0.1185,0.021232521,0.196021287,0,0,0,0,0,0,1
Bolboschoenus planieulmis,24.323954,120.55069,0.245614624,0.074714865,0.1209564,0.205656219,1,0,0,0,0,0,0
Bare mudflat,24.050335,120.378658,0.248181077,0.232409847,0.03917221,0.499817247,1,0,0,0,0,0,0
Bare mudflat,24.039139,120.371077,0.342404324,0.006480021,0.037307974,0.022272987,0,0,0,0,0,0,0
Bolboschoenus planieulmis,24.32086944,120.5493417,0.303463447,0.1936,0.085829182,0.068387002,1,1,0,0,0,0,0
Bare mudflat,24.051763,120.381216,0.433583974,0.331281819,0.05582524,0.529480297,0,0,0,0,0,0,1
Bare mudflat,24.423514,120.613077,0.278753171,0.002640581,0.050538525,0.014723015,0,0,0,0,0,0,0
Bare mudflat,24.196183,120.489167,0.350066297,0.1536,0.085240736,0.382823158,1,1,0,0,0,0,1
Bare mudflat,24.202972,120.488437,0.345808855,0.347714876,0.028295375,0.001040646,1,1,0,0,0,0,0
Bare mudflat,23.225592,120.083812,0.231699864,0.006928308,0.04329897,0.007367094,0,0,0,0,0,0,0
Bare mudflat,24.32625,120.54723,0.203370465,0.0578,0.084915321,0.383958576,0,0,0,0,0,0,0
Bare mudflat,24.32088333,120.548975,0.303463447,0.1936,0.084175285,0.068387002,1,0,0,0,0,0,0
Bare mudflat,24.32093,120.54031,0.37802085,0.10106475,0.084149965,0.237198469,0,0,0,0,0,0,0
Bare mudflat,24.1971,120.486183,0.266939298,0.0736,0.08380852,0.488608385,0,0,0,0,0,0,0
Bare mudflat,24.298999,120.545373,0.401206446,0.234366646,-0.11363637,0.001040646,1,1,0,0,0,0,0
Bare mudflat,24.1657,120.4587,0.2291,0.298,0.083417457,0.316257413,0,0,0,0,0,0,1
Bare mudflat,24.051118,120.380324,0.407221138,0.26960097,0.029247044,0.496493432,0,0,0,0,0,0,1
Bare mudflat,23.735429,120.17318,0.234473187,0.055947454,-0.034061134,0.333778513,0,0,0,0,0,0,0
Bare mudflat,24.15915,120.457863,0.53333651,0.322725151,0.001019368,0.033562586,0,0,0,0,0,0,1
Bare mudflat,24.460709,120.648056,0.092487804,0.00314001,0.047954865,0.098298115,0,0,0,0,0,0,0
Bare mudflat,24.164983,120.4636,0.322631601,0.2784,0.08158466,0.00134753,0,1,0,0,0,0,1
Bare mudflat,24.30662222,120.5441806,0.303463447,0.0796,0.081285671,0.451017007,0,0,0,0,0,0,0
Bolboschoenus planieulmis,24.30648889,120.5462222,0.303463447,0.1426,0.08068956,0.089976964,1,1,0,0,0,0,1
Bare mudflat,24.30648,120.54626,0.26687174,0.034639828,0.08068956,0.144733618,1,0,0,0,0,0,0
Bare mudflat,24.015177,120.33921,0.261029183,0.223632007,0.051797684,0.542912621,1,0,0,0,0,0,0
Bare mudflat,24.313,120.54656,0.351880246,0.0203785,0.079650881,0.266278489,0,0,0,0,0,0,0
Bare mudflat,23.36061,120.12821,0.273971293,0.00304001,0.001597444,0.00119694,0,0,0,0,0,0,0
Bare mudflat,23.872067,120.282917,0.762593925,0.3536,0.079120988,0.004538246,0,0,0,0,0,0,1
Bare mudflat,23.3255,120.139,0.303463447,0.2,0.17117117,0.00431433,1,1,1,0,0,0,0
Bare mudflat,24.051126,120.379413,0.310580395,0.126682115,0.012459016,0.496493432,0,0,0,0,0,0,1
Bare mudflat,24.16217,120.46065,0.1971,0.112455549,0.077494907,0.221413518,1,0,0,0,0,0,1
Bare mudflat,24.158884,120.435067,0.508216739,0.003293435,0.04927536,0.006681896,0,0,0,0,0,0,0
Bare mudflat,23.87365,120.285217,0.757854153,0.2736,0.076463207,0.004538246,0,0,0,0,0,0,1
Bare mudflat,24.7991,120.9133,0.303463447,0.33449,0.076262609,0.003113589,1,1,1,1,0,0,0
Sporobolus spp,24.180816,120.47169,0.247201607,0.191343606,0.02676399,0.052073101,1,0,0,1,0,0,0
Bare mudflat,24.052127,120.376194,0.288589137,0.128061177,0.030779306,0.498343804,1,0,0,0,0,0,1
Sporobolus spp,24.181286,120.470122,0.251077997,0.535298675,0.042566318,0.068201028,1,1,0,1,0,0,0
Bare mudflat,24.186717,120.475817,0.28038537,0.0694,0.075363473,0.278946931,0,0,0,0,0,0,0
Bolboschoenus planieulmis,24.316958,120.548968,0.333925426,0.368967804,0.0754717,0.128966305,1,1,0,1,0,0,1
Bare mudflat,24.459965,120.645532,0.283294177,0.00194686,-0.02849741,0.49447173,0,0,0,0,0,0,0
Bare mudflat,24.04495,120.380957,0.564200854,0.136630791,0.010339734,0.193420902,0,0,0,0,0,0,1
Bare mudflat,24.31563,120.5453,0.352208319,0.1136,0.074600388,0.445666278,0,0,0,0,0,0,0
Bolboschoenus planieulmis,24.318167,120.549269,0.320180973,0.179544104,0.08943089,0.102624943,1,0,0,0,0,0,1
Bolboschoenus planieulmis,24.309382,120.54738,0.288906146,0.044783651,0.033039648,0.144443175,1,0,0,0,0,0,0
Bare mudflat,24.318602,120.550139,0.35457798,0.522573638,0.03117207,0.052223751,1,1,1,0,0,0,1
Bare mudflat,24.7955,120.9142,0.303463447,0.1964977,0.073061243,0.032580784,1,1,0,0,0,1,1
Bare mudflat,24.7997,120.9126,0.303463447,0.295550274,0.072355415,0.139106365,0,1,0,1,0,1,0
Bare mudflat,24.34413,120.55826,0.379998084,0.036,0.072022651,0.098298115,0,0,0,0,0,0,0
Bare mudflat,24.17983,120.47224,0.2333,0.101306405,0.071949389,0.104616968,1,1,0,0,0,0,0
Bare mudflat,24.175267,120.465517,0.288749132,0.0784,0.071519407,0.318162535,0,0,0,0,0,0,1
Bare mudflat,24.181759,120.470999,0.274240646,0.038955811,0.015384615,0.142352941,0,0,0,0,0,0,0
Sporobolus spp,24.179852,120.472268,0.263930772,0.647047785,0.07468606,0.051581953,0,1,0,1,0,1,0
Bare mudflat,24.31503333,120.5485222,0.303463447,0.0936,0.071057674,0.347047003,0,0,0,0,0,0,0
Bare mudflat,24.799,120.9119,0.303463447,0.1964977,0.070986512,0.003113589,0,1,0,1,0,0,1
Bare mudflat,24.7995,120.9116,0.303463447,0.1964977,0.070986512,0.138191527,0,1,0,1,0,0,1
Bare mudflat,24.045252,120.380148,0.328353609,0.070734325,-0.030042918,0.082398629,0,0,0,0,0,0,0
Bolboschoenus planieulmis,24.318976,120.548878,0.279857011,0.316798607,0.026642984,0.163163906,1,1,0,0,0,0,1
Bare mudflat,24.67052,120.83588,0.303463447,0.624955537,0.070388906,0.001146601,0,0,0,0,0,0,0
Bare mudflat,24.179925,120.471886,0.295247476,0.532109133,0.04392107,0.065048544,1,1,1,0,0,0,0
Bare mudflat,23.930733,120.298548,0.272079123,0.048517382,-0.14442413,0.720656619,1,0,0,0,0,0,0
Bare mudflat,24.184283,120.474167,0.293006488,0.1536,0.069637124,0.207411412,1,1,0,0,0,0,1
Bare mudflat,24.30539,120.54596,0.317423078,0.097325682,0.069619053,0.184159192,1,0,0,0,0,0,0
Bare mudflat,24.431927,120.617947,0.192690803,0.000248858,0.054930508,0.014723015,0,0,0,0,0,0,0
Bare mudflat,23.864917,120.271283,0.584118789,0.4736,0.069200358,0.004538246,0,0,0,0,0,0,1
Bare mudflat,23.931008,120.297879,0.295556275,0.11691289,-0.32444444,0.78753359,1,0,0,0,0,0,1
Bare mudflat,24.202941,120.488301,0.332892973,0.35370818,-0.015891032,0.385737023,1,1,0,0,0,0,0
Bare mudflat,23.932336,120.296934,0.30948453,0.015586066,-0.22758621,0.803645286,0,0,0,0,0,0,0
Bolboschoenus planieulmis,24.316371,120.54865,0.332043538,0.258832886,0,0.161827527,1,0,0,0,0,0,0
Bare mudflat,23.948884,120.309761,0.456740902,0.298723102,0.011325783,0.098298115,0,1,0,0,0,0,1
Bare mudflat,24.20972043,120.4738868,0.303463447,0.0456,0.067110606,0.000691075,0,0,0,0,0,0,0
Bare mudflat,23.2695,120.0993,0.303463447,0.2,0.04178273,0.528991348,1,0,0,0,0,0,0
Bare mudflat,24.31270556,120.5464583,0.303463447,0.0996,0.066533405,0.228236044,0,0,0,0,0,0,0
Bare mudflat,24.182067,120.47175,0.273160528,0.01456875,0.066234998,0.193312261,1,0,0,0,0,0,0
Bare mudflat,24.362444,120.573485,0.075721412,0.001096334,0.010691376,0.168363136,0,0,0,0,0,0,0
Bare mudflat,24.424762,120.613434,0.218426613,0.002298287,0.049685895,0.245996573,0,0,0,0,0,0,0
Bare mudflat,23.868683,120.278383,0.776791582,0.3536,0.065259226,0.004538246,0,0,0,0,0,0,1
Bolboschoenus planieulmis,24.318383,120.549564,0.331102356,0.271115504,0.011957206,0.052223751,1,1,0,1,0,0,0
Bare mudflat,24.179917,120.46995,0.306668791,0.0856,0.065029705,0.213616703,1,0,0,0,0,0,0
Bare mudflat,24.050029,120.379435,0.367941388,0.142750251,0.023610054,0.498343804,1,0,0,0,0,0,1
Bare mudflat,24.460609,120.646023,0.2464988,0.005181733,0.022977022,0.49447173,0,0,0,0,0,0,0
Bare mudflat,23.405741,120.149364,0.268268502,0.017182355,-0.05882353,0.004792002,0,0,0,0,0,0,0
Bare mudflat,23.858317,120.259217,0.283768039,0.0336,0.063836751,0.276991582,0,0,0,0,0,0,0
Bare mudflat,24.31563,120.54731,0.318623558,0.03032775,0.063740123,0.366095492,0,0,0,0,0,0,0
Bare mudflat,24.1822,120.4665,0.219,0.065,0.063559139,0.396564231,0,0,0,0,0,0,0
Bolboschoenus planieulmis,24.30657778,120.5459944,0.303463447,0.0996,0.062648819,0.256913199,0,0,0,0,0,0,0
Bare mudflat,23.862233,120.26235,0.501825711,0.3936,0.062051359,0.440262698,0,0,0,0,0,0,1
Bare mudflat,24.431724,120.617167,0.263752549,0.000947431,0.044142615,0.014723015,0,0,0,0,0,0,0
Bare mudflat,23.993144,120.33403,0.204907709,0.004687727,0.014492754,0.319725871,0,0,0,0,0,0,0
Sporobolus spp,24.310991,120.547718,0.336102751,0.029929838,0.08677686,0.144443175,1,0,0,0,0,0,0
Bare mudflat,24.179564,120.511781,0.418495883,0.712243663,0.09070034,0.06256996,1,1,0,0,0,1,0
Bare mudflat,24.374125,120.580189,0.315391752,0.007624598,0.044559587,0.128075385,0,0,0,0,0,0,0
Bare mudflat,24.18009,120.511633,0.446017565,0.777383228,0.033783782,0.145014278,1,1,0,0,0,1,0
Bare mudflat,24.177467,120.4662,0.217465195,0.0856,0.0584949,0.298906172,1,0,0,0,0,0,0
Bare mudflat,24.204533,120.483267,0.287370864,0.2736,0.058458104,0.502512061,1,0,0,0,0,0,0
Bare mudflat,24.049723,120.380154,0.323638418,0.137033879,0.028735632,0.498012564,1,0,0,0,0,0,1
Bare mudflat,24.1914,120.478333,0.326986147,0.0736,0.056635243,0.321431542,0,0,0,0,0,0,0
Bare mudflat,24.049084,120.375311,0.33042716,0.009664322,-0.023569023,0.405711022,1,0,0,0,0,0,0
Bolboschoenus planieulmis,24.312314,120.548076,0.324168843,0.109355183,0.03409091,0.144443175,1,0,0,0,0,0,0
Bare mudflat,24.189033,120.477117,0.294084378,0.0796,0.056403945,0.375103976,0,0,0,0,0,0,0
Bare mudflat,24.014921,120.346479,0.303463447,0.1964977,0.056203224,0.45385494,0,0,0,0,0,0,0
Bolboschoenus planieulmis,24.317301,120.548641,0.318679689,0.074001216,0.014590348,0.144443175,1,0,0,0,0,0,0
Bare mudflat,24.051707,120.378005,0.352625811,0.150933931,0.009602195,0.513706453,1,0,0,0,0,0,1
Bare mudflat,23.859767,120.2592,0.263111361,0.1136,0.055857118,0.470273677,0,0,0,0,0,0,1
Bare mudflat,24.298256,120.545512,0.423945418,0.223989793,0.054406963,0.012402057,1,0,0,0,0,0,0
Bare mudflat,24.195967,120.481083,0.284392495,0.079,0.054449259,0.280843454,0,0,0,0,0,0,0
Bare mudflat,24.460576,120.647522,0.253710085,0.022344965,0.033718243,0.098298115,0,0,0,0,0,0,0
Bare mudflat,23.226436,120.083599,0.251413195,0.005484587,0.033281494,0.007367094,0,0,0,0,0,0,0
Bare mudflat,24.373393,120.579654,0.302651278,0.01340262,0.017081503,0.082398629,0,0,0,0,0,0,0
Bare mudflat,24.372819,120.579127,0.219310112,0.003986585,0.018741634,0.106990291,0,0,0,0,0,0,0
Bare mudflat,23.930467,120.300545,0.282036508,0.01294891,-0.010434783,0.527398061,0,0,0,0,0,0,0
Bare mudflat,24.164928,120.465888,0.317100337,0.665621389,0.027160494,0.006681896,0,1,1,0,0,1,0
Bare mudflat,23.227377,120.083296,0.214015931,0.004934302,0.033962265,0.00852429,0,0,0,0,0,0,0
Bare mudflat,24.432781,120.617354,0.267381042,0.001494292,0.010309278,0.478092519,0,0,0,0,0,0,0
Bare mudflat,24.20385,120.487933,0.384967644,0.2336,0.051599711,0.461246049,1,1,0,0,0,0,1
Bare mudflat,24.159453,120.434751,0.261938224,0.005933446,0.03183024,0.483483724,0,0,0,0,0,0,0
Bare mudflat,24.04031,120.373374,0.27641412,0.021545536,0.002073255,0.911616219,0,0,0,0,0,0,0
Bare mudflat,24.8004,120.9121,0.303463447,0.116816331,0.049938413,0.117668538,0,1,0,1,0,0,1
Bare mudflat,23.990486,120.333108,0.333774096,0.399075716,-0.026239067,0.634814392,1,0,0,0,0,0,1
Bare mudflat,23.924073,120.312348,0.5808716,0.427381579,-0.010587103,0.005631499,0,1,0,0,0,0,1
Bolboschoenus planieulmis,24.317221,120.549328,0.299425266,0.267003334,0.086419754,0.124317533,1,1,0,0,0,0,1
Bare mudflat,23.8583,120.261617,0.356446772,0.3566,0.048669112,0.004538246,1,1,0,0,0,0,0
Bare mudflat,24.159409,120.458026,0.4520831,0.347289993,-0.029535865,0.389855571,1,1,0,0,0,0,1
Bare mudflat,23.883517,120.289883,1.019275104,0.2336,0.047223012,0.426314505,0,0,0,0,0,0,1
Bolboschoenus planieulmis,24.311874,120.547551,0.32514074,0.048598208,-0.007856341,0.236699029,1,0,0,0,0,0,0
Bare mudflat,23.99074,120.329666,0.238231054,0.088036191,0.003311258,0.634814392,0,0,0,0,0,0,0
Bare mudflat,23.732856,120.172488,0.310264825,0.009270887,-0.037442923,0.428424536,0,0,0,0,0,0,0
Bare mudflat,24.374858,120.580534,0.296594059,0.010954047,0.042688467,0.054848658,0,0,0,0,0,0,0
Bare mudflat,23.9317,120.31327,0.386274824,0.554031442,-0.02004717,0.3184601,0,0,0,0,0,0,1
Bare mudflat,23.7338,120.172702,0.3293966,0.001743721,-0.017985612,0.518283891,0,0,0,0,0,0,0
Bare mudflat,24.459274,120.645012,0.285400967,0.004784873,0.011083744,0.437681325,0,0,0,0,0,0,0
Bolboschoenus planieulmis,24.363765,120.57773,0.213972893,0.00683316,-0.089755215,0.106877579,0,0,0,0,0,0,0
Bare mudflat,24.328275,120.5498167,0.303463447,0.0596,0.045011691,0.098298115,0,0,0,0,0,0,0
Bolboschoenus planieulmis,24.311301,120.547317,0.305581689,0.07723928,0.017316017,0.175088521,1,0,0,0,0,0,0
Bare mudflat,24.19385,120.479667,0.303463447,0.0936,0.04438675,0.360871735,0,0,0,0,0,0,1
Bare mudflat,24.31016,120.54643,0.331965705,0.0736,0.044208038,0.411982199,0,0,0,0,0,0,0
Bare mudflat,24.31519722,120.5448333,0.303463447,0.0896,0.043974872,0.483193648,0,0,0,0,0,0,0
Bare mudflat,24.049571,120.374174,0.301852293,0.090645091,0.006782216,0.544842947,1,0,0,0,0,0,0
Bare mudflat,24.31336111,120.5288611,0.303463447,0.0536,0.042363043,0.448806548,0,0,0,0,0,0,0
Bare mudflat,24.424058,120.613317,0.272231409,0.003039725,0.055621304,0.082615648,0,0,0,0,0,0,0
Bare mudflat,24.050362,120.378413,0.316243153,0.007230306,-0.053913042,0.702364363,0,0,0,0,0,0,0
Bare mudflat,24.31828,120.5452,0.428238675,0.070005,0.040757513,0.451418233,0,0,0,0,0,0,0
Bare mudflat,24.047947,120.375661,0.308902107,0.014590062,-0.019672131,0.354620217,0,0,0,0,0,0,0
Bare mudflat,23.736271,120.173375,0.240454297,0.019373507,-0.017296605,0.00187921,0,0,0,0,0,0,0
